order_id,user_id,amount,quantity,created_at,status
A0466,0948,486.65,4,2025-03-16T06:03:00Z,Refunded
A1786,0919,475.41,8,2025-08-22T22:36:00Z,refunded
A3314,0936,245.42,4,2025-07-03T04:01:00Z,Pending
A4816,0073,484.64,6,2025-04-16T14:12:00Z,Refunded
A2310,0213,,2,2025-06-16T11:15:00Z,
A1772,0693,311.62,6,2025-06-17T16:59:00Z,refunded
A0335,0426,128.55,3,2025-09-16T04:56:00Z,PAID
A2984,0304,43.32,8,,Pending
A2765,0640,413.96,7,2025-08-06T08:56:00Z,refund
A1019,0021,347.59,3,2025-03-18T00:57:00Z,refund
A0199,0657,370.34,8,,
A4867,0137,486.09,4,,Pending
A4941,0236,10.71,,,Pending
A4511,0547,19.08,4,2025-06-22T06:03:00Z,Pending
A3310,0885,299.3,5,2025-09-30T23:44:00Z,refund
A0158,0976,488.71,6,2025-09-08T08:38:00Z,refunded
A1074,0341,,,,
A1236,0300,29.41,3,2025-07-20T19:01:00Z,refund
A3019,0632,103.2,6,2025-04-16T01:50:00Z,
A0631,0279,370.65,5,2025-07-30T22:17:00Z,
A4173,0983,301.79,2,2025-10-02T01:52:00Z,refund
A3325,0726,102.49,5,,
A0291,0964,167.28,3,2025-02-16T00:34:00Z,Pending
A3216,0425,319.58,4,2025-05-07T01:00:00Z,refund
A3235,0162,96.01,1,2025-10-26T03:20:00Z,refund
A2507,0827,385.7,6,2025-11-05T19:12:00Z,
A1298,0412,,3,2025-11-12T00:18:00Z,paid
A4246,0343,165.94,4,2025-09-21T03:52:00Z,paid
A1858,0800,440.22,2,2025-06-06T14:19:00Z,Paid
A2208,0925,249.37,5,2025-07-06T09:23:00Z,refund
A4928,0679,286.73,8,2025-10-13T23:20:00Z,
A4414,0753,458.34,3,2025-06-21T13:19:00Z,Pending
A2790,0920,23.09,9,2025-12-18T11:02:00Z,refunded
A2566,0511,424.54,3,2025-02-21T15:26:00Z,refunded
A2418,0031,38.99,6,2025-10-16T17:33:00Z,refunded
A3002,0022,111.1,9,2025-10-07T15:01:00Z,
A0020,0082,13.97,1,2025-06-15T00:48:00Z,refunded
A1557,0409,361.02,7,2025-08-03T16:50:00Z,Refunded
A0424,0340,100.83,8,2025-09-12T04:47:00Z,PAID
A3252,0731,450.99,5,2025-07-19T05:20:00Z,refund
A0118,0998,97.4,7,2025-03-20T22:11:00Z,Refunded
A3417,0089,273.57,9,,refunded
A4691,0453,35.12,7,2025-03-28T18:44:00Z,Refunded
A0639,0810,215.5,2,2025-08-16T11:22:00Z,refund
A0042,0174,306.74,4,2025-07-20T07:16:00Z,Paid
A3584,0032,467.4,2,2025-11-04T15:17:00Z,Paid
A2631,0678,231.04,5,2025-09-02T00:47:00Z,Refunded
A2327,0238,389.14,7,2025-11-19T02:46:00Z,PAID
A1418,0635,341.16,8,2025-05-05T16:47:00Z,paid
A2243,0865,259.97,9,2025-01-29T04:12:00Z,Pending
A0442,0777,64.09,,2025-09-03T05:59:00Z,Refunded
A4602,0147,485.6,,2025-11-07T11:27:00Z,Refunded
A1989,0800,402.96,5,2025-03-09T04:42:00Z,Refunded
A1444,0740,140.57,3,2025-09-10T22:57:00Z,paid
A0568,0460,415.12,1,2025-10-17T23:41:00Z,Pending
A0913,0227,417.22,5,2025-04-07T13:54:00Z,Refunded
A2868,0339,83.25,7,2025-05-16T17:18:00Z,paid
A0740,0258,80.32,6,,paid
A0604,0503,223.98,5,2025-01-26T12:30:00Z,Pending
A1677,0615,402.59,7,2025-05-11T00:13:00Z,Refunded
A4279,0164,488.74,9,,
A3641,0450,109.84,8,,refunded
A1987,0729,450.61,6,2025-06-02T02:33:00Z,paid
A1814,0163,422.05,2,2025-05-13T10:11:00Z,
A0374,0209,423.59,8,2025-10-17T11:42:00Z,PAID
A1038,0136,471.66,9,2025-10-28T21:11:00Z,Paid
A1962,0980,350.64,2,2025-03-23T20:07:00Z,
A3615,0667,371.98,6,2025-07-10T07:08:00Z,Paid
A0213,0210,432.82,1,2025-05-08T04:59:00Z,refunded
A2634,0586,439.91,9,2025-05-18T04:57:00Z,refund
A0861,0310,465.28,4,,Refunded
A2044,0593,326.47,7,,
A0181,0456,92.12,4,2025-03-30T22:30:00Z,refunded
A1037,0334,,4,2025-05-24T10:22:00Z,paid
A0810,0464,294.04,9,2025-07-18T02:31:00Z,paid
A0615,0881,318.54,1,,
A1720,0422,498.49,4,2025-04-12T08:34:00Z,Refunded
A0114,0808,121.7,7,2025-09-09T00:51:00Z,refunded
A3740,0502,88.6,6,2025-08-02T13:49:00Z,
A4296,0060,337.9,6,2025-05-08T04:50:00Z,Refunded
A3857,0133,436.48,6,2025-01-18T05:27:00Z,
A1176,0146,73.94,2,2025-10-01T22:52:00Z,Paid
A0327,0115,336.41,7,2025-11-07T08:19:00Z,Refunded
A0001,0183,130.93,,,refunded
A3727,0098,332.05,3,2025-10-26T00:03:00Z,
A3764,0237,134.64,2,2025-08-25T12:00:00Z,Refunded
A0521,0859,344.71,5,2025-06-15T22:05:00Z,PAID
A2768,0326,63.89,6,2025-05-30T13:42:00Z,PAID
A2581,0152,335.05,1,,refunded
A1158,0196,,1,,
A0368,0714,166.42,8,2025-05-17T04:34:00Z,refund
A4404,0450,460.69,5,2025-07-03T20:40:00Z,paid
A1269,0111,14.24,2,2025-06-14T09:13:00Z,PAID
A4904,0980,28.71,9,2025-02-20T12:57:00Z,Refunded
A1551,0808,450.78,,2025-09-04T19:51:00Z,paid
A2268,0728,119.59,6,2025-06-03T12:43:00Z,refund
A3906,0684,163.04,9,2025-06-11T19:20:00Z,refund
A4970,0456,454.7,3,2025-04-08T16:42:00Z,Pending
A1803,0958,211.72,5,2025-04-30T01:54:00Z,paid
A2841,0099,97.12,,2025-05-15T12:31:00Z,refunded
A3012,0429,115.68,7,2025-09-19T21:28:00Z,PAID
A0235,0369,324.79,9,2025-04-17T05:08:00Z,refunded
A2149,0923,91.0,5,2025-02-07T08:18:00Z,refund
A0105,0527,372.79,6,2025-05-02T06:26:00Z,refunded
A3804,0056,189.08,5,2025-07-01T22:00:00Z,PAID
A2643,0791,,7,2025-10-30T09:45:00Z,PAID
A1579,0022,,6,,refunded
A2567,0085,345.0,7,2025-04-11T00:47:00Z,
A3859,0617,,3,2025-04-07T05:28:00Z,Refunded
A3691,0962,457.59,1,2025-08-16T16:20:00Z,PAID
A4572,0389,453.93,4,2025-09-21T04:14:00Z,PAID
A1834,0940,105.17,1,2025-02-14T16:55:00Z,refund
A2877,0560,,5,2025-09-04T02:26:00Z,refund
A1324,0620,405.95,5,2025-03-29T14:54:00Z,Pending
A4094,0963,417.37,6,2025-07-14T06:32:00Z,refund
A0271,0480,442.21,4,2025-01-20T19:38:00Z,paid
A0173,0632,111.17,7,2025-06-24T11:49:00Z,refunded
A2222,0880,64.33,7,2025-09-18T12:24:00Z,
A3201,0149,152.86,4,2025-12-21T11:43:00Z,refund
A4065,0849,142.36,4,2025-07-01T10:16:00Z,Pending
A4833,0831,414.12,7,2025-05-05T02:25:00Z,
A0555,0371,31.48,9,2025-09-01T20:33:00Z,paid
A4128,0872,358.83,,2025-04-23T00:12:00Z,refunded
A0116,0854,72.38,7,2025-02-23T17:39:00Z,PAID
A0865,0280,300.4,6,2025-04-06T17:13:00Z,Refunded
A4850,0257,193.34,7,,refunded
A1043,0272,198.62,8,2025-07-14T08:16:00Z,Pending
A0331,0142,233.34,2,2025-11-28T15:44:00Z,paid
A3088,0232,133.13,,,Paid
A2406,0562,161.92,8,2025-07-20T21:14:00Z,Paid
A1130,0203,493.89,3,2025-03-31T12:09:00Z,paid
A2055,0327,227.89,,2025-01-12T09:29:00Z,Paid
A4776,0544,220.47,3,2025-11-06T01:42:00Z,Paid
A3254,0507,453.65,1,2025-01-10T08:31:00Z,Refunded
A2839,0628,352.36,,2025-11-08T01:03:00Z,PAID
A0188,0462,,4,,
A1836,0755,341.28,2,2025-06-28T02:25:00Z,
A0267,0995,244.65,4,2025-06-24T19:53:00Z,paid
A4018,0457,325.82,6,2025-08-07T20:54:00Z,PAID
A0789,0125,461.9,2,2025-01-01T10:52:00Z,Paid
A3687,0922,174.12,3,2025-02-23T10:36:00Z,PAID
A4207,0568,182.65,7,2025-05-19T08:11:00Z,refund
A3807,0790,346.96,8,2025-08-15T15:55:00Z,
A1627,0554,215.13,6,2025-05-14T20:25:00Z,Pending
A3405,0477,184.05,8,2025-11-02T16:53:00Z,Pending
A4951,0329,344.98,8,2025-10-26T04:30:00Z,PAID
A0128,0100,300.83,2,2025-03-18T15:39:00Z,PAID
A4458,0153,316.28,4,2025-05-17T11:25:00Z,Pending
A4501,0080,433.61,2,2025-04-30T07:21:00Z,PAID
A0463,0535,302.45,7,2025-01-04T15:26:00Z,Paid
A0611,0832,398.88,9,2025-10-14T02:50:00Z,PAID
A2873,0121,372.63,9,2025-10-18T01:57:00Z,refunded
A1350,0008,,5,2025-03-16T10:58:00Z,Pending
A3917,0234,379.73,6,2025-05-27T12:57:00Z,PAID
A0570,0417,425.82,8,2025-08-08T14:32:00Z,Paid
A0162,0917,145.99,4,2025-03-11T00:02:00Z,refund
A2525,0572,489.92,7,,refunded
A1214,0176,78.14,5,2025-03-10T15:43:00Z,refund
A1998,0835,22.14,6,2025-06-12T23:27:00Z,refunded
A2769,0310,385.87,1,2025-10-14T15:34:00Z,
A4146,0949,246.45,7,2025-05-11T14:21:00Z,refund
A3278,0209,312.23,8,2025-01-14T08:07:00Z,Pending
A2119,0459,41.22,1,2025-04-29T19:45:00Z,refund
A0218,0892,233.63,,2025-02-24T12:56:00Z,Pending
A1517,0599,486.53,3,2025-01-08T23:22:00Z,
A2671,0983,207.2,7,2025-08-30T04:57:00Z,PAID
A0018,0624,278.23,5,,refunded
A1604,0017,108.55,7,2025-06-09T05:28:00Z,refund
A0388,0426,54.24,8,2025-01-05T18:10:00Z,refund
A0673,0340,381.75,5,2025-09-07T10:07:00Z,Paid
A0602,0074,457.06,4,2025-08-29T22:28:00Z,Refunded
A1932,0420,104.67,1,,refund
A3053,0805,408.54,3,2025-04-12T18:31:00Z,refund
A1295,0031,449.26,8,2025-07-04T00:58:00Z,paid
A0073,0913,172.74,7,2025-08-26T23:02:00Z,
A4507,0934,,,2025-05-26T16:22:00Z,
A1929,0644,450.65,3,2025-11-27T12:49:00Z,refunded
A2229,0187,5.13,7,2025-10-06T02:12:00Z,Refunded
A4525,0324,491.16,8,2025-05-18T12:05:00Z,Refunded
A0782,0207,263.97,6,2025-10-09T01:40:00Z,
A0818,0576,116.8,5,2025-02-02T06:40:00Z,paid
A3954,0761,337.65,1,2025-12-04T21:41:00Z,paid
A0112,0361,384.49,3,,refund
A2387,0368,466.57,1,2025-11-08T10:54:00Z,Refunded
A0937,0705,456.8,7,2025-08-24T22:57:00Z,Refunded
A0869,0429,11.99,3,2025-09-17T01:50:00Z,paid
A1757,0899,487.04,4,2025-11-21T21:53:00Z,Refunded
A2666,0055,412.39,8,2025-07-07T01:47:00Z,Paid
A1293,0387,199.93,4,2025-03-21T13:00:00Z,Paid
A3107,0408,196.05,1,2025-08-24T06:23:00Z,Refunded
A1477,0007,430.41,5,,refund
A0919,0017,469.55,5,2025-03-08T07:00:00Z,Paid
A4091,0159,45.96,5,2025-05-23T21:02:00Z,
A3413,0042,179.57,3,2025-08-12T20:09:00Z,refunded
A0160,0367,338.81,4,2025-06-24T03:17:00Z,Pending
A2584,0549,285.41,5,2025-06-22T18:05:00Z,refunded
A1531,0674,249.18,6,2025-10-16T08:48:00Z,paid
A3987,0198,,3,2025-11-30T20:39:00Z,refunded
A3200,0901,376.24,4,2025-03-16T09:09:00Z,
A0411,0751,185.77,1,2025-07-13T00:43:00Z,Pending
A3443,0880,282.46,2,2025-06-14T19:29:00Z,refunded
A4054,0160,51.42,5,2025-09-06T21:31:00Z,Pending
A0203,0346,,9,2025-09-27T04:46:00Z,Pending
A3080,0558,274.59,8,2025-08-21T03:39:00Z,Pending
A4644,0090,330.17,1,2025-09-18T16:02:00Z,paid
A0494,0689,340.03,9,2025-03-16T13:59:00Z,Refunded
A0274,0873,81.36,5,2025-09-09T00:54:00Z,refund
A0299,0771,28.11,3,2025-02-25T14:56:00Z,paid
A1210,0758,208.11,1,2025-01-28T10:07:00Z,PAID
A1008,0407,,9,2025-01-05T21:31:00Z,refunded
A4346,0645,469.06,9,2025-10-15T14:38:00Z,Refunded
A4560,0694,168.12,3,2025-04-04T04:14:00Z,refund
A4639,0515,207.49,4,2025-10-14T10:44:00Z,Paid
A1101,0799,395.2,4,2025-05-13T04:10:00Z,
A4656,0201,195.59,6,2025-12-08T22:02:00Z,Refunded
A2371,0801,466.26,7,2025-06-14T14:38:00Z,
A0010,0414,227.28,9,2025-02-22T22:03:00Z,Pending
A0180,0883,316.5,1,2025-05-15T01:15:00Z,Pending
A0052,0352,116.61,5,2025-03-08T10:26:00Z,
A3461,0736,475.11,3,2025-09-10T09:37:00Z,Refunded
A3999,0352,312.24,8,,Pending
A2526,0756,,3,2025-11-19T03:28:00Z,refund
A3225,0095,254.74,1,,PAID
A2374,0179,448.64,7,2025-04-09T15:14:00Z,refunded
A3963,0165,406.54,2,2025-05-26T03:05:00Z,
A4903,0515,65.61,3,2025-11-02T22:15:00Z,refund
A2523,0170,474.64,8,2025-07-14T14:58:00Z,paid
A2108,0921,118.84,3,2025-11-14T13:59:00Z,PAID
A0230,0247,357.1,2,2025-07-03T07:21:00Z,
A3631,0732,220.06,3,2025-08-24T13:48:00Z,
A0406,0930,235.48,8,2025-05-01T20:57:00Z,Paid
A0765,0585,166.46,3,2025-08-08T20:19:00Z,Paid
A2301,0028,406.43,6,2025-02-23T12:30:00Z,Paid
A2758,0798,142.63,3,2025-03-12T00:08:00Z,refund
A1425,0960,155.64,8,2025-03-02T21:40:00Z,paid
A4857,0960,224.56,1,2025-12-03T05:28:00Z,
A0089,0348,113.14,8,2025-04-01T00:07:00Z,Refunded
A3076,0655,201.7,1,2025-07-14T15:38:00Z,refunded
A0072,0244,87.99,,2025-01-30T12:43:00Z,Paid
A2890,0877,100.13,,2025-03-18T08:08:00Z,PAID
A2580,0887,439.08,2,2025-05-23T17:07:00Z,Pending
A2772,0829,16.56,8,2025-12-15T19:38:00Z,refund
A3176,0152,113.66,2,2025-01-25T19:49:00Z,Paid
A0942,0570,222.01,3,2025-11-27T04:19:00Z,paid
A3647,0412,176.32,3,2025-04-20T09:32:00Z,Refunded
A2668,0387,91.54,4,,PAID
A2139,0942,303.06,7,2025-08-15T16:39:00Z,PAID
A3223,0660,243.17,8,2025-02-23T08:20:00Z,refund
A1995,0890,83.68,9,2025-01-20T18:10:00Z,Paid
A2391,0317,346.69,2,2025-09-03T19:34:00Z,refund
A3676,0692,165.04,5,2025-03-06T16:46:00Z,Refunded
A2433,0058,41.59,2,2025-11-08T10:14:00Z,refund
A3677,0063,391.62,4,2025-10-03T00:26:00Z,
A1594,0335,396.04,4,2025-03-18T08:09:00Z,Paid
A1643,0021,476.57,9,2025-05-04T06:31:00Z,Paid
A2047,0773,183.38,,2025-03-27T17:22:00Z,refund
A1144,0987,324.9,9,2025-08-10T12:19:00Z,paid
A3973,0886,,1,2025-01-12T18:59:00Z,refund
A0561,0209,,6,2025-06-19T04:13:00Z,PAID
A0465,0362,468.66,4,,paid
A4488,0187,495.43,5,2025-04-29T23:22:00Z,paid
A3435,0818,123.88,,2025-05-27T02:37:00Z,paid
A1267,0319,386.54,7,2025-06-25T17:52:00Z,Pending
A1276,0365,117.59,7,,refunded
A2524,0505,376.1,4,2025-04-15T03:00:00Z,
A2706,0027,59.05,1,2025-07-27T14:54:00Z,Refunded
A4770,0848,317.59,5,2025-05-27T01:47:00Z,Pending
A3197,0283,257.84,4,2025-04-18T03:26:00Z,refunded
A3332,0571,411.39,6,2025-12-10T04:14:00Z,Paid
A2887,0092,478.42,3,2025-09-19T06:54:00Z,refund
A2813,0030,227.24,2,2025-03-29T14:22:00Z,refunded
A4499,0355,63.75,9,2025-08-13T19:03:00Z,Pending
A3508,0819,418.0,9,2025-06-20T23:05:00Z,PAID
A0702,0310,22.12,8,2025-04-07T07:15:00Z,refunded
A0142,0843,318.02,1,2025-08-12T05:23:00Z,refunded
A3383,0766,393.24,1,2025-08-28T00:41:00Z,paid
A4356,0665,457.93,9,2025-03-26T01:25:00Z,Pending
A4721,0418,155.96,6,2025-01-30T16:44:00Z,Refunded
A1351,0616,,8,2025-06-24T00:15:00Z,refund
A0974,0298,347.86,3,2025-07-18T22:59:00Z,paid
A1976,0069,491.68,7,2025-02-11T20:24:00Z,Paid
A2555,0887,,1,2025-12-13T15:36:00Z,Pending
A1516,0023,275.83,4,2025-09-10T11:02:00Z,Pending
A3783,0936,289.0,1,2025-03-19T18:22:00Z,Pending
A1838,0415,,2,2025-05-07T18:26:00Z,Refunded
A1040,0706,223.19,2,2025-04-03T03:44:00Z,Pending
A2233,0557,176.59,8,2025-04-03T09:57:00Z,
A3009,0794,454.33,1,2025-08-28T01:22:00Z,refunded
A3209,0875,296.66,7,2025-04-01T16:50:00Z,refund
A2756,0579,,,2025-04-22T14:07:00Z,PAID
A3189,0874,16.68,8,2025-10-28T08:46:00Z,Refunded
A0675,0024,280.38,4,2025-01-26T11:30:00Z,refund
A2627,0343,450.92,4,2025-12-06T21:54:00Z,Pending
A3330,0458,208.21,2,2025-05-07T14:37:00Z,refunded
A1694,0162,8.62,7,2025-07-29T20:43:00Z,Paid
A3303,0780,348.18,3,2025-11-26T12:31:00Z,refunded
A2098,0662,446.89,6,,Refunded
A1250,0434,382.13,8,2025-07-29T22:54:00Z,Refunded
A3138,0475,468.13,5,2025-07-08T02:53:00Z,Refunded
A4589,0736,78.79,6,2025-05-18T18:18:00Z,PAID
A0603,0628,442.84,5,2025-04-24T04:44:00Z,Refunded
A0080,0909,369.14,2,2025-07-17T20:52:00Z,refunded
A1941,0115,109.41,3,2025-11-04T08:25:00Z,Pending
A4455,0247,346.51,9,2025-11-12T01:00:00Z,paid
A2472,0208,136.25,1,2025-03-09T18:31:00Z,PAID
A1337,0171,143.4,,,refund
A0115,0707,248.66,,2025-04-13T08:41:00Z,paid
A2013,0317,413.1,5,2025-02-28T04:30:00Z,Refunded
A0778,0723,,,2025-12-16T16:59:00Z,
A3711,0535,467.64,1,2025-05-12T22:22:00Z,paid
A1629,0339,145.79,1,2025-03-25T22:52:00Z,refund
A4736,0415,64.04,2,2025-09-11T04:52:00Z,Paid
A1767,0907,61.02,6,,refund
A1114,0845,144.5,8,2025-03-05T02:35:00Z,Pending
A4034,0370,380.57,8,2025-06-18T22:30:00Z,PAID
A1710,0118,,4,2025-03-04T02:55:00Z,Paid
A0430,0216,367.2,9,2025-03-03T03:21:00Z,refunded
A4324,0757,210.23,9,2025-10-30T19:26:00Z,paid
A2688,0119,312.81,9,2025-06-13T21:50:00Z,refunded
A1892,0711,353.24,2,2025-07-30T19:34:00Z,Pending
A0006,0323,469.7,1,2025-10-26T08:40:00Z,
A4668,0349,464.64,8,2025-08-29T14:50:00Z,PAID
A2921,0549,38.9,6,2025-09-19T13:36:00Z,Paid
A0243,0456,372.41,1,2025-11-28T18:53:00Z,PAID
A2160,0702,293.89,3,2025-07-14T05:59:00Z,refunded
A2646,0658,461.88,1,2025-04-08T09:28:00Z,refund
A2703,0936,196.37,6,,
A2619,0068,208.2,5,2025-08-07T14:49:00Z,
A2170,0505,497.22,2,2025-07-21T01:04:00Z,Pending
A3824,0956,446.59,3,2025-01-17T22:59:00Z,PAID
A4795,0454,186.83,8,2025-04-13T04:18:00Z,refunded
A2512,0780,409.83,8,2025-01-29T06:01:00Z,Refunded
A1286,0743,161.93,2,2025-06-03T03:15:00Z,Paid
A4709,0726,449.96,,,refund
A2126,0302,344.53,5,2025-11-01T20:57:00Z,Paid
A2240,0105,362.59,1,2025-01-05T18:04:00Z,PAID
A0644,0928,401.87,5,2025-09-28T15:08:00Z,Pending
A1787,0059,78.02,6,2025-08-22T11:09:00Z,refund
A0956,0897,152.2,5,2025-05-28T20:50:00Z,
A0058,0894,,1,2025-11-20T23:44:00Z,refund
A0730,0715,479.71,,2025-01-27T19:11:00Z,PAID
A0184,0130,210.94,4,,refunded
A1042,0416,174.67,1,2025-02-27T04:03:00Z,refunded
A2426,0425,237.33,8,2025-04-13T13:50:00Z,paid
A2105,0148,421.16,8,,Paid
A1616,0254,324.31,6,2025-11-05T03:35:00Z,Pending
A0777,0563,226.15,,2025-10-04T20:55:00Z,Refunded
A0379,0355,289.32,8,2025-08-31T06:32:00Z,
A0833,0497,143.86,2,2025-09-26T00:02:00Z,Pending
A0021,0220,397.76,2,,refunded
A3447,0674,260.43,9,2025-07-15T18:43:00Z,Refunded
A4705,0263,148.67,6,2025-03-18T05:28:00Z,
A0878,0091,,1,2025-10-16T14:38:00Z,Refunded
A3655,0398,84.98,2,2025-03-13T12:59:00Z,
A2930,0559,423.6,6,2025-02-21T15:53:00Z,
A1887,0795,474.28,7,2025-04-01T03:46:00Z,refunded
A4185,0231,63.23,7,2025-02-04T05:38:00Z,refunded
A1513,0087,259.05,8,2025-06-08T06:19:00Z,PAID
A2587,0930,262.9,2,2025-10-31T12:05:00Z,paid
A4848,0337,,9,2025-08-30T20:52:00Z,PAID
A3956,0874,373.56,6,2025-01-13T10:01:00Z,refund
A3896,0672,155.35,8,,Paid
A1401,0006,491.09,5,2025-12-01T15:25:00Z,Refunded
A2577,0731,173.76,,,Refunded
A2685,0060,350.03,6,2025-08-01T11:48:00Z,paid
A4165,0399,242.03,2,2025-09-14T07:08:00Z,PAID
A2632,0098,252.21,9,,Pending
A0130,0687,245.04,1,2025-02-20T11:59:00Z,PAID
A4105,0536,491.18,6,2025-10-16T10:55:00Z,PAID
A0646,0392,155.28,2,2025-02-21T14:04:00Z,
A1897,0860,446.82,3,2025-06-04T17:48:00Z,Refunded
A4103,0368,351.11,2,,PAID
A3094,0409,394.69,8,2025-07-23T20:30:00Z,refunded
A0358,0514,126.03,6,2025-04-06T19:53:00Z,PAID
A3210,0207,457.1,2,2025-09-03T11:03:00Z,Paid
A4712,0881,23.0,4,2025-03-05T03:00:00Z,paid
A4337,0924,,2,,PAID
A0110,0876,60.05,9,2025-07-02T16:59:00Z,refunded
A1709,0326,185.53,8,2025-03-27T06:11:00Z,refunded
A0936,0209,,9,2025-03-03T00:27:00Z,Refunded
A0369,0970,45.6,8,,refund
A3131,0135,,4,2025-03-01T02:22:00Z,refund
A0307,0643,243.61,8,2025-09-10T16:24:00Z,refunded
A0637,0142,,9,2025-07-19T10:05:00Z,Paid
A1691,0792,98.21,8,2025-02-25T00:29:00Z,paid
A4212,0249,169.59,,,paid
A4269,0832,63.6,7,2025-11-16T08:13:00Z,Pending
A4590,0322,422.85,2,2025-09-13T01:54:00Z,
A4190,0796,116.22,6,2025-02-03T03:42:00Z,Pending
A1196,0794,8.68,9,2025-09-01T05:54:00Z,refunded
A0054,0696,265.12,7,2025-05-01T00:55:00Z,
A0209,0891,297.44,3,2025-05-02T02:48:00Z,refunded
A1740,0277,245.82,4,2025-04-14T13:03:00Z,
A1262,0217,,4,2025-10-19T07:07:00Z,refund
A1552,0823,55.29,8,2025-10-21T07:26:00Z,Paid
A3097,0811,,5,2025-10-23T16:14:00Z,
A3831,0680,226.81,7,2025-09-15T02:22:00Z,refunded
A3781,0415,456.32,,2025-05-05T05:33:00Z,Paid
A3154,0406,381.74,2,2025-11-02T21:04:00Z,
A4153,0829,371.8,5,2025-04-17T17:15:00Z,refund
A4439,0512,198.23,5,2025-01-07T11:27:00Z,PAID
A1312,0773,377.39,,2025-08-28T08:01:00Z,
A1129,0006,272.66,3,2025-02-06T06:57:00Z,
A4451,0316,272.65,3,2025-09-28T13:17:00Z,Pending
A0038,0311,100.62,9,2025-04-11T00:30:00Z,
A1357,0973,466.49,7,2025-08-21T01:59:00Z,PAID
A4116,0923,,,,
A3760,0795,272.81,1,2025-04-01T04:35:00Z,Pending
A2019,0921,470.05,5,2025-10-01T00:48:00Z,Paid
A0029,0370,489.67,2,2025-11-14T22:28:00Z,paid
A1288,0574,439.7,3,2025-11-01T10:03:00Z,refund
A2417,0034,498.74,1,2025-12-17T21:03:00Z,Paid
A0911,0637,316.46,4,,Paid
A0439,0914,113.85,6,,
A4240,0214,179.35,3,2025-01-26T16:21:00Z,paid
A2452,0737,,7,2025-01-07T05:31:00Z,Refunded
A4067,0363,27.31,7,2025-07-06T17:33:00Z,PAID
A4039,0381,,5,2025-07-03T18:07:00Z,
A4552,0239,241.02,4,2025-02-26T23:41:00Z,Pending
A4810,0767,361.61,2,2025-01-28T06:25:00Z,Pending
A0070,0880,348.67,1,2025-07-22T04:22:00Z,refunded
A0594,0050,36.0,1,2025-05-01T06:09:00Z,Paid
A0093,0156,492.57,8,2025-07-03T09:09:00Z,refunded
A0932,0055,69.75,7,2025-06-08T14:23:00Z,paid
A1766,0052,263.85,2,2025-03-08T19:38:00Z,paid
A0243,0456,372.41,1,2025-11-28T23:53:00Z,refunded
A4308,0465,265.85,,2025-07-31T02:07:00Z,refund
A1364,0879,185.3,5,2025-09-20T12:28:00Z,paid
A1625,0347,469.07,7,,Paid
A2216,0860,193.78,2,,Refunded
A4221,0290,9.65,5,2025-09-29T14:52:00Z,refund
A0144,0686,288.61,3,2025-10-24T06:09:00Z,paid
A3008,0422,,4,2025-01-23T16:44:00Z,Paid
A3163,0091,438.59,5,2025-11-24T01:21:00Z,Paid
A0341,0663,179.1,5,2025-02-16T04:05:00Z,Pending
A2094,0556,369.07,,2025-05-08T05:17:00Z,refunded
A4764,0250,99.33,5,2025-01-03T17:36:00Z,refund
A2024,0956,384.97,6,2025-07-07T18:28:00Z,Pending
A3343,0628,132.27,1,2025-12-04T20:37:00Z,refunded
A4358,0283,105.03,9,2025-11-19T08:20:00Z,Paid
A3158,0367,41.51,3,,paid
A4114,0489,201.6,6,2025-07-26T23:47:00Z,paid
A3306,0815,498.58,,2025-04-02T13:05:00Z,Paid
A3748,0138,234.77,5,2025-03-30T20:59:00Z,paid
A0082,0417,499.96,3,2025-07-23T11:23:00Z,refunded
A0202,0745,,1,2025-03-02T15:26:00Z,refunded
A3083,0962,,3,2025-04-02T23:28:00Z,Pending
A0617,0007,375.75,,2025-01-22T08:23:00Z,
A3910,0237,140.45,1,2025-03-02T01:25:00Z,
A4030,0171,128.67,,,Refunded
A1463,0804,143.19,9,2025-05-04T00:02:00Z,Refunded
A0186,0477,111.41,7,2025-12-04T23:23:00Z,refunded
A3664,0249,395.6,6,2025-12-07T00:20:00Z,PAID
A1980,0839,,5,2025-04-28T02:18:00Z,
A0012,0312,399.18,2,2025-06-06T17:14:00Z,
A0120,0159,302.03,2,2025-11-09T06:30:00Z,refunded
A0476,0599,456.57,1,2025-01-15T02:38:00Z,
A0423,0228,348.53,2,2025-07-06T15:37:00Z,Refunded
A4109,0475,459.81,5,2025-02-27T16:41:00Z,refund
A4997,0520,64.02,6,,Pending
A0606,0787,136.4,6,2025-05-14T10:27:00Z,
A0881,0602,28.03,4,2025-08-08T17:17:00Z,Pending
A4255,0218,99.09,8,2025-07-23T10:50:00Z,refunded
A4365,0690,73.2,,2025-11-14T13:32:00Z,Pending
A2040,0592,285.83,2,2025-01-23T06:53:00Z,Refunded
A0784,0077,107.33,3,2025-10-15T18:03:00Z,refund
A1253,0154,293.39,3,2025-05-07T19:04:00Z,PAID
A2641,0343,352.75,1,2025-07-07T16:07:00Z,Paid
A1544,0165,347.76,4,2025-10-19T09:31:00Z,Refunded
A0823,0383,115.32,8,2025-05-22T15:18:00Z,Refunded
A4917,0181,487.69,8,2025-09-23T21:53:00Z,refund
A1073,0697,142.89,5,2025-08-13T00:06:00Z,refund
A1431,0524,,6,2025-01-08T18:00:00Z,refund
